alim_grp_nom_fr,alim_ssgrp_nom_fr,alim_ssssgrp_nom_fr,alim_nom_fr,Energie ,Eau ,Proteines ,Glucides ,Lipides ,Sucres ,Amidon ,Fibres_alimentaires ,Cholesterol ,sel ,Calcium ,Fer ,Iode ,Beta_Carotene ,VitamineD ,VitamineE ,VitamineC ,VitamineB1 ,VitamineB12 
entrées et plats composés,plats composés,plats de poisson et féculents,Couscous au poisson,105,"75,6","7,5","14,2","1,6","1,7","12,5","1,7","15,6","0,84",24,"4,1",10,1020,"0,1","1,2","7,6","0,1","0,5"
entrées et plats composés,plats composés,plats de poisson et féculents,Gratin de poisson et purée ou brandade aux pommes de terre ou parmentier de poisson,117,"74,9","6,39","8,57","6,15","1,62","6,4","1,1",31,"0,81","46,8",< 1,20,< 50,"1,1","1,5",< 1,"< 0,05","0,36"
entrées et plats composés,plats composés,plats de poisson et féculents,Sushi ou Maki aux produits de la mer,191,"60,4","7,75","22,6","7,6","4,1",13,"0,7",19,"0,51","8,8","0,17",< 20,"42,1","0,8","0,089","1,96","0,06","1,25"
entrées et plats composés,plats composés,plats de légumes/légumineuses,Terrine ou mousse de légumes,159,69,"4,05",13,"9,56","2,4","5,2","2,55","1,75","1,39","50,5","0,78",6,-,"0,2","2,11","2,16","2,82",traces
entrées et plats composés,plats composés,plats de légumes/légumineuses,Flan de légumes,195,"70,8","4,56","2,7",18,"1,39","1,31","2,1",153,"1,23",72,"0,75",< 20,1790,"< 0,25","1,36","< 0,5","0,1","0,6"
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Haricots blancs à la sauce tomate, appertisés","68,6","78,9","4,67","8,83","0,4","1,65",-,"5,5",-,"0,93",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,Piperade basquaise,"68,1","84,5","1,1","5,67","3,8","4,9",-,"3,4","2,09","0,76","7,6","0,24",< 20,1450,-,"1,3","12,2","0,029",-
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Poêlée de légumes assaisonnés sans champignon, surgelée, crue","46,8","87,3","2,6","3,5","1,77","1,5",-,"3,6",-,"1,25","24,5",6,-,-,-,-,"30,8",-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Poêlée de légumes assaisonnés à l'asiatiques ou wok de légumes, surgelée, crue","76,2",-,"3,13","5,83","3,93","3,1",-,"2,55",-,"0,44",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Poêlée de légumes assaisonnés grillée, méridionale ou méditerranéenne, surgelée, crue","51,6","86,5","1,61","5,23","1,77","2,66",-,"4,14",-,"0,25",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Poêlée de légumes assaisonnés aux champignons (""champêtre""), surgelée","31,5","91,4","1,89","1,79","1,21","1,79",-,"2,94",-,"0,35",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Tofu, nature","99,8","81,4","9,91","1,78","5,32","1,6",0,"0,65",0,"0,35","80,2","2,9",2,25,0,"0,6","0,1","0,071",0
entrées et plats composés,plats composés,plats de légumes/légumineuses,Escalope végétale ou steak à base de soja,253,"52,5","15,5","8,7","14,7","2,3","6,4","8,8","3,16","1,75",160,"2,3",< 20,24,"< 0,5","0,2",2,"0,13","0,4"
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Choucroute, sans garniture, égouttée","33,8",91,"0,7","0,83","2,25","0,55",-,"3,7",0,"1,15","36,9","0,6","0,5",0,0,"0,2",10,"0,03",-
entrées et plats composés,plats composés,plats de légumes/légumineuses,Ratatouille cuisinée,"54,5",88,"1,22","4,32","3,15","3,91",-,"2,03","0,07","0,94","16,4","0,38",3,373,0,"1,56","25,2","0,03",-
entrées et plats composés,plats composés,plats de légumes/légumineuses,Épinards à la crème,"40,9","90,4","2,16","1,23","2,47","0,96",-,"2,53",-,"0,59",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,Gratin d'aubergine,112,"80,9","1,95","5,22","8,68","3,8",-,"2,35",-,"0,45",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,Gratin dauphinois,"88,1",-,"2,39","11,4","3,37","1,22","10,2","1,36","14,3","0,88","38,6","0,32","8,2",11,0,"0,24","3,1","0,02",0
entrées et plats composés,plats composés,plats de légumes/légumineuses,Endive au jambon,"90,9","81,8","5,84","3,33","5,56","0,33",3,"2,1","23,7","0,69","77,2","0,38","12,9",291,"0,24","0,13","3,44","0,24","0,24"
entrées et plats composés,plats composés,plats de légumes/légumineuses,Gratin de chou-fleur,"96,3","82,1",3,"5,8","6,5","1,3","3,6","1,3","15,3","1,07","96,6","0,27",-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,Gratin de légumes,102,"82,2","3,56","3,08","7,92","1,89","1,18","2,14","19,7","0,65","83,1","0,51","4,03",567,"0,084","1,84","12,6","0,051","0,12"
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Riste d'aubergines (aubergines, tomates, oignons)",145,-,"1,05","10,6","10,4","5,2",-,"2,6",-,"1,19",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Palet ou galette de légumes, préfrit, surgelé","93,7","80,5","3,29","6,6","5,44","3,34",-,"2,61",-,"0,94",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Palet ou galette de légumes, préfrit, surgelé, cuit",105,"78,2","3,31","8,45","5,7",3,"4,5","2,6","27,4","0,75",40,"0,52",< 20,986,"< 0,25","2,63","1,23","0,19","0,18"
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Choucroute, sans garniture, égouttée, cuite","75,3","85,6","1,38","< 0,1","6,6","< 0,2","< 0,35","4,5","8,44","1,26",43,"0,3",< 20,< 5,"< 0,25","0,4","17,2","< 0,015","0,028"
entrées et plats composés,plats composés,plats de légumes/légumineuses,Tomate à la provençale,94,"77,8","2,5","11,4","3,64","4,6","5,4","2,9",0,"0,9",38,"0,93","3,4",1480,0,"1,88",32,"0,085",0
entrées et plats composés,plats composés,plats de légumes/légumineuses,Beignet de légumes,156,"69,9","3,74","14,2","8,98","2,75",-,"1,94",34,"0,64","52,4","0,72","6,62",197,"0,16","2,86","13,2","0,058","0,14"
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Falafel ou Boulette de pois-chiche et/ou fève, frite",252,48,"8,25","18,7","14,4","1,4","11,9","7,7","1,95","1,6",57,"2,1",< 20,35,"< 0,25","6,9","< 0,5","0,047",0
entrées et plats composés,plats composés,plats de légumes/légumineuses,"Gratin de légumes en sauce blanche type béchamel, cuit",105,"79,9","3,64","6,74","6,5","3,2","2,9",1,37,"0,64",84,"0,31",< 20,609,"< 0,25","0,81","1,94","0,064","0,33"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Blé dur précuit cuisiné, en sachet micro-ondable",188,57,"4,93","29,5","4,84","2,21",-,"2,58",-,"1,16",-,-,-,-,0,"8,99",40,"0,72",0
entrées et plats composés,plats composés,plats de céréales/pâtes,"Blé dur précuit, grains entiers, cuisiné, à poêler",344,-,"11,1","67,2","1,59","2,64",-,"6,28",-,"1,51",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Ravioli à la viande, sauce tomate, appertisé","89,8","79,1","4,22","11,1","2,83","2,23","7,4","1,41","41,4","0,96","25,3","1,09","5,5",150,"0,14","0,32","1,22","0,37",traces
entrées et plats composés,plats composés,plats de céréales/pâtes,Lasagnes ou cannelloni à la viande (bolognaise),118,"75,2","6,29","9,48","5,72","2,84","6,64","1,91",41,"0,97","44,8","0,71",10,107,"0,2","0,5",3,"0,04","0,6"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes à la bolognaise (spaghetti, tagliatelles?)","96,9","78,8","5,32","8,79","4,07","2,64","6,15","1,9",11,"0,83",14,"0,79",5,150,0,"1,31","4,22","0,05","0,32"
entrées et plats composés,plats composés,plats de céréales/pâtes,Riz cantonais,164,"62,9","5,46","23,6","4,94","1,28","18,4","1,74","15,8","0,86","16,7","0,4",2,60,"< 0,5","0,91","0,97","0,12","0,14"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Ravioli chinois à la vapeur à la crevette, cuit",166,"62,3","5,5","21,9","5,5","1,04","20,9","3,6","52,3","0,96",31,"0,57",< 20,< 5,"< 0,25","0,97","< 0,5","0,015","0,65"
entrées et plats composés,plats composés,plats de céréales/pâtes,Gratin de pâtes,159,"66,7",7,"16,4","6,93","3,08","11,9","1,54","20,4","0,93",116,"0,4","5,4",0,"0,3","0,34","1,1","0,09","0,39"
entrées et plats composés,plats composés,plats de céréales/pâtes,Lasagnes ou cannelloni aux légumes,118,74,"2,75","14,8","4,85","4,75",-,"2,25",5,"0,57",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes à la carbonara (spaghetti, tagliatelles?)",173,66,"5,91","17,1","8,7","1,79","15,3","1,18","25,9","0,86","36,1","0,45",8,60,"0,1","1,19","0,82","0,13","0,11"
entrées et plats composés,plats composés,plats de céréales/pâtes,Lasagnes ou cannelloni au poisson,142,"71,2","7,28","11,4","7,1","2,03",-,"1,68",-,"1,02",63,"0,41",-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, cuites",133,"69,8","5,35","18,7","3,86","0,8","17,9","1,2","36,2","0,53","72,3","0,48","5,2",15,"0,05","0,1","0,2","0,029","0,18"
entrées et plats composés,plats composés,plats de céréales/pâtes,Couscous de légumes,114,"71,1","4,32",18,"2,25","2,54",-,"2,24",-,"0,73",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, cuites",175,"60,5","5,81","23,7","5,6","2,3","20,8","3,2","27,2","0,62",69,"0,57",< 20,157,"< 0,25","0,64","< 0,5","0,07","0,25"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), crues",274,"35,3","11,4","42,5","5,79","3,91",-,"3,15",-,"1,28","37,5","0,72",-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis), à la viande (ex : bolognaise), cuites",174,"60,3","6,94","25,1","4,65",1,"22,1","2,15","25,7","0,52",29,"0,78",< 20,82,"< 0,38","0,28","< 0,5","0,19","0,57"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis, ravioles du Dauphiné), au fromage, crues",215,"53,1","11,3","24,1","7,69","3,83","9,6","2,23",49,"1,13",141,1,-,< 50,-,"< 0,1",-,"0,07","0,6"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis), au fromage et aux légumes, crues",266,"37,5","9,98","42,2","5,69","3,46",-,"2,87",-,"1,07",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,Nouilles sautées/poêlées aux crevettes,103,"76,4","4,88","12,5","3,4","1,7","10,4","1,6","25,7","0,84",22,"0,5",< 20,380,"< 0,25","0,68","< 0,5","0,053","0,21"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Riz blanc, cuit, avec poulet",175,-,"4,23","31,5","3,19","3,48",-,"0,99",-,"0,78",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Riz blanc, cuit, avec légumes et viande",167,-,"4,61","28,3","3,57","1,91",-,"0,98",-,"0,85",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Risotto, aux légumes",126,74,"4,06","15,5","5,06","1,72",-,"0,82",-,"0,57",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Risotto, aux fruits de mer",130,-,"5,47","12,5","6,07","2,02",-,"1,15",-,"0,85",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Risotto, aux fromages",195,-,"5,65","30,9","5,16","0,58",-,"0,7",-,"0,82",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Raviolis aux légumes, sauce tomate, appertisés","89,4","78,5","2,88","13,1","2,45","2,74","10,4","1,7","2,74","0,76",15,"1,1",< 20,1170,"< 0,25","0,85","< 0,5","0,05","0,082"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis), aux légumes, cuites",155,"64,6","5,19","20,8","4,9","1,89","18,9","3,7","28,5","0,49",50,"0,51",< 20,119,"< 0,25","0,81","< 0,5","0,057","0,49"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes en sauce aux fromages (spaghetti, tagliatelles?)",163,-,"7,17","15,9","7,4","5,85",-,"1,85",-,"0,8",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : ravioli), aux légumes, crues",255,-,"9,4","41,4","5,06","3,14",-,"3,02",-,"0,81",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Pâtes fraîches farcies (ex : raviolis), cuites (aliment moyen)",153,"65,1","5,95","21,6","4,38","1,09","19,7","1,96","30,9","0,53","53,6","0,6","7,81","60,3","0,11","0,28","0,23","0,094","0,36"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Feuille de vigne farcie au riz ou dolmas, égouttée",150,"67,6","2,5","18,6","6,5","0,8","17,8","2,6",-,"1,34",70,"1,1",20,685,"< 0,25","2,48","< 0,5","0,018",-
entrées et plats composés,plats composés,plats de céréales/pâtes,"Lasagnes ou cannelloni aux légumes, cuits",122,"74,5","4,38","11,8","5,9","4,3","7,5",traces,"11,2","0,6",76,"0,62",< 20,531,"< 0,25","2,19","3,34","< 0,015","0,2"
entrées et plats composés,plats composés,plats de céréales/pâtes,"Lasagnes ou canelloni aux légumes et au fromage de chèvre, cuits",179,"65,6",7,14,"10,2","2,3","11,5","1,4","25,6","0,85",32,"0,18",< 20,235,"< 0,25","1,14","0,67","0,041","0,18"
entrées et plats composés,plats composés,plats de céréales/pâtes,Lasagnes ou cannelloni au fromage et aux épinards,151,"68,1","6,1","15,8","6,6","3,5",-,"1,87",-,"0,99",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de fromage,Aligot (purée de pomme de terre à la tomme fraîche),191,-,"8,55","9,5","12,9",0,-,"1,55",-,"1,01",-,-,-,-,-,-,-,-,-
entrées et plats composés,plats composés,plats de fromage,Soufflé au fromage,185,"67,3","10,9","4,75","13,4","2,15","2,6","1,15",118,"0,95",226,"0,6","18,6",38,"0,5","0,6",1,"0,05","0,6"
entrées et plats composés,plats composés,plats de fromage,Tartiflette,125,"72,7","4,5","10,4","6,89","0,91","9,3","1,67","18,2","0,8",74,"0,26",< 20,"16,5","< 0,25","0,56","< 0,5","0,05","0,2"
entrées et plats composés,plats composés,plats de fromage,Gougère,382,"33,2","15,3","19,9","26,4","0,77",18,"1,53",213,"0,9",400,"1,18","29,4",116,"0,89","0,97",0,"0,076","0,98"
entrées et plats composés,plats composés,plats de fromage,"Fondue savoyarde (fromages, vin, pain)",231,"57,4","16,2","2,6","17,2","1,1",-,0,"73,6","1,28",517,"0,3",10,-,"< 0,5","0,35",0,"< 0,04","0,83"
entrées et plats composés,plats composés,plats de fromage,Fromage pané au jambon,263,"52,6","17,4","15,3","14,6","1,5","13,8",< 1,"31,9","2,32","84,9","0,8",13,21,"< 0,5","4,1",< 1,"0,087","0,61"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza au fromage ou Pizza margherita,227,"49,3","8,93","29,6","7,64","2,72","17,6","1,67","17,2","1,24",239,"1,14","33,4",97,0,"1,29","5,5","0,24","0,55"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Quiche lorraine,274,"53,2","8,96",21,"16,8","2,67",-,"1,29","95,4","1,28",116,"0,63",31,-,"1,21","1,55","0,71","0,12","0,3"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Crêpe ou Galette fourrée béchamel jambon,161,-,"6,33","24,3",4,"2,47","21,8","1,2",30,"1,04",41,"0,73",5,-,-,-,-,-,-
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Crêpe ou Galette fourrée béchamel jambon fromage,182,"62,6","8,83","19,1","7,5","1,7","17,4","1,55","15,2","1,1",105,"0,49","12,6",-,"0,73","1,24","1,59","0,19","0,34"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Crêpe ou Galette fourrée béchamel champignon,150,66,"4,83","20,7","5,02","2,7",-,"1,32",-,"0,99","59,5","0,3",-,-,-,-,-,-,-
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Tarte aux légumes,216,"57,4",5,"21,8","11,7","3,2",-,"1,7",-,"0,98",104,-,-,-,-,-,-,-,-
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza jambon fromage,218,"45,3","10,3",28,"6,69","2,91",-,"2,34","20,3","1,5",174,"0,7",6,100,"< 0,5","1,1","1,45","0,18","0,46"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Tarte au fromage,289,"50,5","10,3","20,7",18,"1,63","17,5","1,57","59,1","1,07",180,"0,54",-,-,"1,06","1,34","0,21","0,05","0,46"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Tarte à la provençale,243,"54,3","5,44","20,6","14,3","3,23","17,1","5,3","45,4","0,8","62,5","0,63","8,7",-,"0,95","1,54","4,25","0,05","0,22"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,"Pizza à la viande, type bolognaise",227,45,"10,3","27,2","8,03","2,94",-,"2,16",19,"1,32",144,"1,36",-,92,0,"0,92","4,2","0,25","0,8"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Burritos,170,"62,5",8,"14,3","8,5","1,9","6,8","1,9","29,1","0,75",88,"1,1",< 20,470,"< 0,5","0,58","6,5","0,098","1,36"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Fajitas,158,"63,7","12,7",16,"4,5","2,2",9,"1,4","30,6","0,89",77,"0,55",< 20,385,"< 0,5","0,93","19,6","0,12","0,42"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza au chorizo ou salami,248,"43,6","10,4","26,5","10,7","3,29",-,"2,04",5,"1,54",135,-,-,-,-,-,-,-,-
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza aux fruits de mer,200,-,"10,3","24,6","6,65","1,5",-,"0,5",-,"1,25",-,-,-,-,-,-,-,-,-
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza au saumon,231,"48,3","10,1","26,7","8,78","3,04","21,7","2,31","25,3","1,22",110,"0,54",< 20,144,"0,79","1,68","< 0,5","0,1","0,6"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza au chèvre et lardons,245,"48,5","10,7","26,9","9,96","3,17",-,"2,36",-,"1,49",136,-,-,-,-,-,-,-,-
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza aux légumes ou Pizza 4 saisons,214,"51,8","8,48","25,7",8,"3,62","21,3","2,81",19,"1,1",120,"0,61",< 20,153,"< 0,25","0,73","1,52","0,09","0,3"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza champignons fromage,217,-,"7,8","31,6","6,1","1,9",-,"2,4",-,"1,13",-,-,-,-,-,-,-,-,-
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza 4 fromages,244,46,"11,1","26,7","9,85","3,56",-,"2,31","28,5","1,35",267,"0,81","8,8",-,"0,05","1,08","3,64","0,14","0,28"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pizza (aliment moyen),226,"48,3","10,2","26,8","8,21","3,21",,"2,27","20,6","1,34",195,"0,77","11,1",,"0,16","1,11","3,35","0,17","0,39"
entrées et plats composés,"pizzas, tartes et crêpes salées",-,Pissaladière,284,-,"6,4","33,8","13,1","2,9",-,"2,5",-,"2,21",-,-,-,-,-,-,-,-,-
